Ortsnetzkennzahl;Ortsnetzname;KennzeichenAktiv
7723;Furtwangen im Schwarzwald;1
7724;St Georgen im Schwarzwald;1
7725;Königsfeld im Schwarzwald;1
7726;Bad Dürrheim;1
7727;Vöhrenbach;1
7728;Niedereschach;1
7729;Tennenbronn;1
7731;Singen Hohentwiel;1
7732;Radolfzell am Bodensee;1
7733;Engen Hegau;1
7734;Gailingen;1
7735;Öhningen;1
7736;Tengen;1
7738;Steisslingen;1
7739;Hilzingen;1
7741;Tiengen Hochrhein;1
7742;Klettgau;1
7743;Ühlingen-Birkendorf;1
7744;Stühlingen;1
7745;Jestetten;1
7746;Wutöschingen;1
7747;Berau;1
7748;Grafenhausen Hochschwarzw;1
7751;Waldshut;1
7753;Albbruck;1
7754;Görwihl;1
7755;Weilheim Kr Waldshut;1
7761;Bad Säckingen;1
7762;Wehr Baden;1
7763;Murg;1
7764;Herrischried;1
7765;Rickenbach Hotzenw;1
7771;Stockach;1
7773;Bodman-Ludwigshafen;1
7774;Eigeltingen;1
7775;Mühlingen;1
7777;Sauldorf;1
7802;Oberkirch Baden;1
7803;Gengenbach;1
7804;Oppenau;1
7805;Appenweier;1
7806;Bad Peterstal-Griesbach;1
7807;Neuried Ortenaukreis;1
7808;Hohberg b Offenburg;1
781;Offenburg;1
7821;Lahr Schwarzwald;1
7822;Ettenheim;1
7823;Seelbach Schutter;1
7824;Schwanau;1
7825;Kippenheim;1
7826;Schuttertal;1
7831;Hausach;1
7832;Haslach im Kinzigtal;1
7833;Hornberg Schwarzwaldbahn;1
7834;Wolfach;1
7835;Zell am Harmersbach;1
7836;Schiltach;1
7837;Oberharmersbach;1
7838;Nordrach;1
7839;Schapbach;1
7841;Achern;1
7842;Kappelrodeck;1
7843;Renchen;1
7844;Rheinau;1
7851;Kehl;1
7852;Willstätt;1
7853;Kehl-Bodersweier;1
7854;Kehl-Goldscheuer;1
7903;Mainhardt;1
7904;Ilshofen;1
7905;Langenburg;1
7906;Braunsbach;1
7907;Schwäbisch Hall-Sulzdorf;1
791;Schwäbisch Hall;1
7930;Boxberg Baden;1
7931;Bad Mergentheim;1
7932;Niederstetten Württ;1
7933;Creglingen;1
7934;Weikersheim;1
7935;Schrozberg;1
7936;Schrozberg-Bartenstein;1
7937;Dörzbach;1
7938;Mulfingen Jagst;1
7939;Schrozberg-Spielbach;1
7940;Künzelsau;1
7941;Öhringen;1
7942;Neuenstein Württ;1
7943;Schöntal Jagst;1
7944;Kupferzell;1
7945;Wüstenrot;1
7946;Bretzfeld;1
7947;Forchtenberg;1
7948;Öhringen-Ohrnberg;1
7949;Pfedelbach-Untersteinbach;1
7950;Schnelldorf;1
7951;Crailsheim;1
7952;Gerabronn;1
7953;Blaufelden;1
7954;Kirchberg an der Jagst;1
7955;Wallhausen Württ;1
7957;Kressberg;1
7958;Rot Am See-Brettheim;1
7959;Frankenhardt;1
7961;Ellwangen Jagst;1
7962;Fichtenau;1
7963;Adelmannsfelden;1
7964;Stödtlen;1
7965;Ellwangen-Röhlingen;1
7966;Unterschneidheim;1
7967;Jagstzell;1
7971;Gaildorf;1
7972;Gschwend b Gaildorf;1
7973;Obersontheim;1
7974;Bühlerzell;1
7975;Untergröningen;1
7976;Sulzbach-Laufen;1
7977;Oberrot b Gaildorf;1
8020;Weyarn;1
8021;Waakirchen;1
8022;Tegernsee;1
8023;Bayrischzell;1
8024;Holzkirchen;1
8025;Miesbach;1
8026;Hausham;1
8027;Dietramszell;1
8028;Fischbachau;1
8029;Kreuth b Tegernsee;1
8031;Rosenheim Oberbay;1
8032;Rohrdorf Kr Rosenheim;1
8033;Oberaudorf;1
8034;Brannenburg;1
8035;Raubling;1
8036;Stephanskirchen Simssee;1
8038;Vogtareuth;1
8039;Rott a Inn;1
8041;Bad Tölz;1
8042;Lenggries;1
8043;Jachenau;1
8045;Lenggries-Fall;1
8046;Bad Heilbrunn;1
8051;Prien a Chiemsee;1
8052;Aschau i Chiemgau;1
8053;Bad Endorf;1
8054;Breitbrunn a Chiemsee;1
8055;Halfing;1
8056;Eggstätt;1
8057;Aschau-Sachrang;1
8061;Bad Aibling;1
8062;Bruckmühl Mangfall;1
8063;Feldkirchen-Westerham;1
8064;Au b Bad Aibling;1
8065;Tuntenhausen-Schönau;1
8066;Bad Feilnbach;1
8067;Tuntenhausen;1
8071;Wasserburg a Inn;1
8072;Haag i OB;1
8073;Gars a Inn;1
8074;Schnaitsee;1
8075;Amerang;1
8076;Pfaffing;1
8081;Dorfen Stadt;1
8082;Schwindegg;1
8083;Isen;1
8084;Taufkirchen Vils;1
8085;Sankt Wolfgang;1
8086;Buchbach Oberbay;1
8091;Kirchseeon;1
8092;Grafing b München;1
8093;Glonn Kr Ebersberg;1
8094;Steinhöring;1
8095;Aying;1
8102;Höhenkirchen-Siegertsbrunn;1
8104;Sauerlach;1
8105;Gilching;1
8106;Vaterstetten;1
811;Hallbergmoos;1
8121;Markt Schwaben;1
8122;Erding;1
8123;Moosinning;1
8124;Forstern Oberbay;1
8131;Dachau;1
8133;Haimhausen Oberbay;1
8134;Odelzhausen;1
8135;Sulzemoos;1
8136;Markt Indersdorf;1
8137;Petershausen;1
8138;Schwabhausen b Dachau;1
8139;Röhrmoos;1
8141;Fürstenfeldbruck;1
8142;Olching;1
8143;Inning a Ammersee;1
8144;Grafrath;1
8145;Mammendorf;1
8146;Moorenweis;1
8151;Starnberg;1
8152;Herrsching a Ammersee;1
8153;Wessling;1
8157;Feldafing;1
8158;Tutzing;1
8161;Freising;1
8165;Neufahrn b Freising;1
8166;Allershausen Oberbay;1
8167;Zolling;1
8168;Attenkirchen;1
8170;Straßlach-Dingharting;1
8171;Wolfratshausen;1
8176;Egling b Wolfratshausen;1
8177;Münsing Starnberger See;1
8178;Icking;1
8179;Eurasburg a d Loisach;1
8191;Landsberg a Lech;1
8192;Schondorf a Ammersee;1
8193;Geltendorf;1
8194;Vilgertshofen;1
8195;Weil Kr Landsberg a Lech;1
8196;Pürgen;1
8202;Althegnenberg;1
8203;Grossaitingen;1
8204;Mickhausen;1
8205;Dasing;1
8206;Egling a d Paar;1
8207;Affing;1
8208;Eurasburg b Augsburg;1
821;Augsburg;1
8221;Günzburg;1
8222;Burgau Schwab;1
8223;Ichenhausen;1
8224;Offingen Donau;1
8225;Jettingen-Scheppach;1
8226;Bibertal;1
8230;Gablingen;1
8231;Königsbrunn b Augsburg;1
8232;Schwabmünchen;1
8233;Kissing;1
8234;Bobingen;1
8236;Fischach;1
8237;Aindling;1
8238;Gessertshausen;1
8239;Langenneufnach;1
8241;Buchloe;1
8243;Fuchstal;1
8245;Türkheim Wertach;1
8246;Waal;1
8247;Bad Wörishofen;1
8248;Lamerdingen;1
8249;Ettringen Wertach;1
8250;Hilgertshausen-Tandern;1
8251;Aichach;1
8252;Schrobenhausen;1
8253;Pöttmes;1
8254;Altomünster;1
8257;Inchenhofen;1
8258;Sielenbach;1
8259;Schiltberg;1
8261;Mindelheim;1
8262;Mittelneufnach;1
8263;Breitenbrunn Schwab;1
8265;Pfaffenhausen Schwab;1
8266;Kirchheim i Schw;1
8267;Dirlewang;1
8268;Tussenhausen;1
8269;Unteregg b Mindelheim;1
8271;Meitingen;1
8272;Wertingen;1
8273;Nordendorf;1
8274;Buttenwiesen;1
8276;Baar Schwaben;1
8281;Thannhausen Schwab;1
8282;Krumbach Schwaben;1
8283;Neuburg a d Kammel;1
8284;Ziemetshausen;1
8285;Burtenbach;1
8291;Zusmarshausen;1
8292;Dinkelscherben;1
8293;Welden b Augsburg;1
8294;Horgau;1
8295;Altenmünster Schwab;1
8296;Villenbach;1
8302;Görisried;1
8303;Waltenhofen;1
8304;Wildpoldsried;1
8306;Ronsberg;1
831;Kempten Allgäu;1
8320;Missen-Wilhams;1
8321;Sonthofen;1
8322;Oberstdorf;1
8323;Immenstadt i Allgäu;1
8324;Hindelang;1
8325;Oberstaufen-Thalkirchdorf;1
8326;Fischen i Allgäu;1
8327;Rettenberg;1
8328;Balderschwang;1
8330;Legau;1
8331;Memmingen;1
8332;Ottobeuren;1
8333;Babenhausen Schwab;1
8334;Bad Grönenbach;1
8335;Fellheim;1
8336;Erkheim;1
8337;Altenstadt Iller;1
8338;Böhen;1
8340;Baisweil;1
8341;Kaufbeuren;1
8342;Marktoberdorf;1
8343;Aitrang;1
8344;Westendorf b Kaufbeuren;1
8345;Stöttwang;1
8346;Pforzen;1
8347;Friesenried;1
8348;Bidingen;1
8349;Stötten a Auerberg;1
8361;Nesselwang;1
8362;Füssen;1
8363;Pfronten;1
8364;Seeg;1
8365;Wertach;1
8366;Oy-Mittelberg;1
8367;Roßhaupten Forggensee;1
8368;Halblech;1
8369;Rückholz;1
8370;Wiggensbach;1
8372;Obergünzburg;1
8373;Altusried;1
8374;Dietmannsried;1
8375;Weitnau;1
8376;Sulzberg Allgäu;1
8377;Unterthingau;1
8378;Buchenberg b Kempten;1
8379;Waltenhofen-Oberdorf;1
8380;Achberg;1
8381;Lindenberg i Allgäu;1
8382;Lindau Bodensee;1
8383;Grünenbach Allgäu;1
8384;Röthenbach Allgäu;1
8385;Hergatz;1
8386;Oberstaufen;1
8387;Weiler-Simmerberg;1
8388;Hergensweiler;1
8389;Weissensberg;1
8392;Markt Rettenbach;1
8393;Holzgünz;1
8394;Lautrach;1
8395;Tannheim Württ;1
8402;Münchsmünster;1
8403;Pförring;1
8404;Oberdolling;1
8405;Stammham b Ingolstadt;1
8406;Böhmfeld;1
8407;Grossmehring;1
841;Ingolstadt Donau;1
8421;Eichstätt Bay;1
8422;Dollnstein;1
8423;Titting;1
8424;Nassenfels;1
8426;Walting Kr Eichstätt;1
8427;Wellheim;1
8431;Neuburg a d Donau;1
8432;Burgheim;1
8433;Königsmoos;1
8434;Rennertshofen;1
8435;Ehekirchen;1
8441;Pfaffenhofen a d Ilm;1
8442;Wolnzach;1
8443;Hohenwart Paar;1
8444;Schweitenkirchen;1
8445;Gerolsbach;1
8446;Pörnbach;1
8450;Ingolstadt-Zuchering;1
8452;Geisenfeld;1
8453;Reichertshofen Oberbay;1
8454;Karlshuld;1
8456;Lenting;1
8457;Vohburg a d Donau;1
8458;Gaimersheim;1
8459;Manching;1
8460;Berching-Holnstein;1
8461;Beilngries;1
8462;Berching;1
8463;Greding;1
8464;Dietfurt a d Altmühl;1
8465;Kipfenberg;1
8466;Denkendorf Oberbay;1
8467;Kinding;1
8468;Altmannstein-Pondorf;1
8469;Freystadt-Burggriesbach;1
8501;Thyrnau;1
8502;Fürstenzell;1
8503;Neuhaus a Inn;1
8504;Tittling;1
8505;Hutthurm;1
8506;Bad Höhenstadt;1
8507;Neuburg a Inn;1
8509;Ruderting;1
851;Passau;1
8531;Pocking;1
8532;Griesbach i Rottal;1
8533;Rotthalmünster;1
8534;Tettenweis;1
8535;Haarbach;1
8536;Kößlarn;1
8537;Bad Füssing-Aigen;1
8538;Pocking-Hartkirchen;1
8541;Vilshofen Niederbay;1
8542;Ortenburg;1
8543;Aidenbach;1
8544;Eging a See;1
8545;Hofkirchen Bay;1
8546;Windorf-Otterskirchen;1
8547;Osterhofen-Gergweis;1
8548;Vilshofen-Sandbach;1
8549;Vilshofen-Pleinting;1
8550;Philippsreut;1
8551;Freyung;1
8552;Grafenau Niederbay;1
8553;Spiegelau;1
8554;Schönberg Niederbay;1
8555;Perlesreut;1
8556;Haidmühle;1
8557;Mauth;1
8558;Hohenau Niederbay;1
8561;Pfarrkirchen Niederbay;1
8562;Triftern;1
8563;Bad Birnbach Rottal;1
8564;Johanniskirchen;1
8565;Dietersburg-Baumgarten;1
8571;Simbach a Inn;1
8572;Tann Niederbay;1
8573;Ering;1
8574;Wittibreut;1
8581;Waldkirchen Niederbay;1
8582;Röhrnbach;1
8583;Neureichenau;1
8584;Breitenberg Niederbay;1
8585;Grainet;1
8586;Hauzenberg;1
8591;Obernzell;1
8592;Wegscheid Niederbay;1
8593;Untergriesbach;1
861;Traunstein;1
8621;Trostberg;1
8622;Tacherting- Peterskirchen;1
8623;Kirchweidach;1
8624;Obing;1
8628;Kienberg Oberbay;1
8629;Palling;1
8630;Oberneukirchen;1
8631;Mühldorf a Inn;1
8633;Tüßling;1
8634;Garching a d Alz;1
8635;Pleiskirchen;1
8636;Ampfing;1
8637;Lohkirchen;1
8638;Waldkraiburg;1
8639;Neumarkt-Sankt Veit;1
8640;Reit Im Winkl;1
8641;Grassau Kr Traunstein;1
8642;Übersee;1
8649;Schleching;1
8650;Marktschellenberg;1
8651;Bad Reichenhall;1
8652;Berchtesgaden;1
8654;Freilassing;1
8656;Anger;1
8657;Ramsau b Berchtesgaden;1
8661;Grabenstätt Chiemsee;1
8662;Siegsdorf Kr Traunstein;1
8663;Ruhpolding;1
8664;Chieming;1
8665;Inzell;1
8666;Teisendorf;1
8667;Seeon-Seebruck;1
8669;Traunreut;1
8670;Reischach Kr Altötting;1
8671;Altötting;1
8677;Burghausen Salzach;1
8678;Marktl;1
8679;Burgkirchen a d Alz;1
8681;Waging a See;1
8682;Laufen Salzach;1
8683;Tittmoning;1
8684;Fridolfing;1
8685;Kirchanschöring;1
8686;Petting;1
8687;Taching-Tengling;1
8702;Wörth a d Isar;1
8703;Essenbach;1
8704;Altdorf-Pfettrach;1
8705;Altfraunhofen;1
8706;Vilsheim;1
8707;Adlkofen;1
8708;Weihmichl-Unterneuhausen;1
8709;Eching Niederbay;1
871;Landshut;1
8721;Eggenfelden;1
8722;Gangkofen;1
8723;Arnstorf;1
8724;Massing;1
8725;Wurmannsquick;1
8726;Schönau Niederbay;1
8727;Falkenberg Niederbay;1
8728;Geratskirchen;1
8731;Dingolfing;1
8732;Frontenhausen;1
8733;Mengkofen;1
8734;Reisbach Niederbay;1
8735;Gangkofen-Kollbach;1
8741;Vilsbiburg;1
8742;Velden Vils;1
8743;Geisenhausen;1
8744;Gerzen;1
8745;Bodenkirchen;1
8751;Mainburg;1
8752;Au i d Hallertau;1
8753;Elsendorf Niederbay;1
8754;Volkenschwand;1
8756;Nandlstadt;1
8761;Moosburg a d Isar;1
8762;Wartenberg Oberbay;1
8764;Mauern Kr Freising;1
8765;Bruckberg Niederbay;1
8766;Gammelsdorf;1
8771;Ergoldsbach;1
8772;Mallersdorf-Pfaffenberg;1
8773;Neufahrn i NB;1
8774;Bayerbach b Ergoldsbach;1
8781;Rottenburg a d Laaber;1
8782;Pfeffenhausen;1
8783;Rohr i NB;1
8784;Hohenthann;1
8785;Rottenburg-Oberroning;1
8801;Seeshaupt;1
8802;Huglfing;1
8803;Peissenberg;1
8805;Hohenpeissenberg;1
8806;Utting a Ammersee;1
8807;Dießen a Ammersee;1
8808;Pähl;1
8809;Wessobrunn;1
881;Weilheim i OB;1
8821;Garmisch-Partenkirchen;1
8822;Oberammergau;1
8823;Mittenwald;1
8824;Oberau Loisach;1
8825;Krün;1
8841;Murnau a Staffelsee;1
8845;Bad Kohlgrub;1
8846;Uffing a Staffelsee;1
8847;Obersöchering;1
8851;Kochel a See;1
8856;Penzberg;1
8857;Benediktbeuern;1
8858;Kochel-Walchensee;1
8860;Bernbeuren;1
8861;Schongau;1
8862;Steingaden Oberbay;1
8867;Rottenbuch Oberbay;1
8868;Schwabsoien;1
8869;Kinsau;1
89;München;1
906;Donauwörth;1
9070;Tapfheim;1
9071;Dillingen a d Donau;1
9072;Lauingen Donau;1
9073;Gundelfingen a d Donau;1
9074;Höchstädt a d Donau;1
9075;Glött;1
9076;Wittislingen;1
9077;Bachhagel;1
9078;Mertingen;1
9080;Harburg Schwaben;1
9081;Nördlingen;1
9082;Oettingen i Bay;1
9083;Möttingen;1
9084;Bissingen Schwab;1
9085;Alerheim;1
9086;Fremdingen;1
9087;Marktoffingen;1
9088;Mönchsdeggingen;1
9089;Bissingen-Unterringingen;1
9090;Rain Lech;1
9091;Monheim Schwab;1
9092;Wemding;1
9093;Polsingen;1
9094;Tagmersheim;1
9097;Marxheim;1
9099;Kaisheim;1
9101;Langenzenn;1
9102;Wilhermsdorf;1
9103;Cadolzburg;1
9104;Emskirchen;1
9105;Grosshabersdorf;1
9106;Markt Erlbach;1
9107;Trautskirchen;1
911;Nürnberg;1
9120;Leinburg;1
9122;Schwabach;1
9123;Lauf a d Pegnitz;1
9126;Eckental;1
9127;Rosstal Mittelfr;1
9128;Feucht;1
9129;Wendelstein;1
9131;Erlangen;1
9132;Herzogenaurach;1
9133;Baiersdorf Mittelfr;1
9134;Neunkirchen a Brand;1
9135;Heßdorf Mittelfr;1
9141;Weißenburg i Bay;1
9142;Treuchtlingen;1
9143;Pappenheim Mittelfr;1
9144;Pleinfeld;1
9145;Solnhofen;1
9146;Markt Berolzheim;1
9147;Nennslingen;1
9148;Ettenstatt;1
9149;Weissenburg-Suffersheim;1
9151;Hersbruck;1
9152;Hartenstein Mittelfr;1
9153;Schnaittach;1
9154;Pommelsbrunn;1
9155;Simmelsdorf;1
9156;Neuhaus a d Pegnitz;1
9157;Alfeld Mittelfr;1
9158;Offenhausen Mittelfr;1
9161;Neustadt a d Aisch;1
9162;Scheinfeld;1
9163;Dachsbach;1
9164;Langenfeld Mittelfr;1
9165;Sugenheim;1
9166;Münchsteinach;1
9167;Oberscheinfeld;1
9170;Schwanstetten;1
9171;Roth Mittelfr;1
9172;Georgensgmünd;1
9173;Thalmässing;1
9174;Hilpoltstein;1
9175;Spalt;1
9176;Allersberg;1
9177;Heideck;1
9178;Abenberg Mittelfr;1
9179;Freystadt;1
9180;Pyrbaum;1
9181;Neumarkt i d Opf;1
9182;Velburg;1
9183;Burgthann;1
9184;Deining Oberpf;1
9185;Mühlhausen Oberpf;1
9186;Lauterhofen Oberpf;1
9187;Altdorf b Nürnberg;1
9188;Postbauer-Heng;1
9189;Berg b Neumarkt i d Opf;1
9190;Heroldsbach;1
9191;Forchheim Oberfr;1
9192;Gräfenberg;1
9193;Höchstadt a d Aisch;1
9194;Ebermannstadt;1
9195;Adelsdorf Mittelfr;1
9196;Wiesenttal;1
9197;Egloffstein;1
9198;Heiligenstadt i Ofr;1
9199;Kunreuth;1
9201;Gesees;1
9202;Waischenfeld;1
9203;Neudrossenfeld;1
9204;Plankenfels;1
9205;Vorbach;1
9206;Mistelgau-Obernsees;1
9207;Königsfeld Oberfr;1
9208;Bindlach;1
9209;Emtmannsberg;1
921;Bayreuth;1
9220;Kasendorf-Azendorf;1
9221;Kulmbach;1
9222;Presseck;1
9223;Rugendorf;1
9225;Stadtsteinach;1
9227;Neuenmarkt;1
9228;Thurnau;1
9229;Mainleus;1
9231;Marktredwitz;1
9232;Wunsiedel;1
9233;Arzberg Oberfr;1
9234;Neusorg;1
9235;Thierstein;1
9236;Nagel;1
9238;Röslau;1
9241;Pegnitz;1
9242;Gößweinstein;1
9243;Pottenstein;1
9244;Betzenstein;1
9245;Obertrubach;1
9246;Pegnitz-Trockau;1
9251;Münchberg;1
9252;Helmbrechts;1
9253;Weissenstadt;1
9254;Gefrees;1
9255;Marktleugast;1
9256;Stammbach;1
9257;Zell Oberfr;1
9260;Wilhelmsthal Oberfr;1
9261;Kronach;1
9262;Wallenfels;1
9263;Ludwigsstadt;1
9264;Küps;1
9265;Pressig;1
9266;Mitwitz;1
9267;Nordhalben;1
9268;Teuschnitz;1
9269;Tettau Kr Kronach;1
9270;Creussen;1
9271;Thurnau-Alladorf;1
9272;Fichtelberg;1
9273;Bad Berneck i Fichtelgebirge;1
9274;Hollfeld;1
9275;Speichersdorf;1
9276;Bischofsgrün;1
9277;Warmensteinach;1
9278;Weidenberg;1
9279;Mistelgau;1
9280;Selbitz Oberfr;1
9281;Hof Saale;1
9282;Naila;1
9283;Rehau;1
9284;Schwarzenbach a d Saale;1
9285;Kirchenlamitz;1
9286;Oberkotzau;1
9287;Selb;1
9288;Bad Steben;1
9289;Schwarzenbach a Wald;1
9292;Konradsreuth;1
9293;Berg Oberfr;1
9294;Regnitzlosau;1
9295;Töpen;1
9302;Rottendorf Unterfr;1
9303;Eibelstadt;1
9305;Estenfeld;1
9306;Kist;1
9307;Altertheim;1
931;Würzburg;1
9321;Kitzingen;1
9323;Iphofen;1
9324;Dettelbach;1
9325;Kleinlangheim;1
9326;Markt Einersheim;1
9331;Ochsenfurt;1
9332;Marktbreit;1
9333;Sommerhausen;1
9334;Giebelstadt;1
9335;Aub Kr Würzburg;1
9336;Bütthard;1
9337;Gaukönigshofen;1
9338;Röttingen Unterfr;1
9339;Ippesheim;1
9340;Königheim-Brehmen;1
9341;Tauberbischofsheim;1
9342;Wertheim;1
9343;Lauda-Königshofen;1
9344;Gerchsheim;1
9345;Külsheim Baden;1
9346;Grünsfeld;1
9347;Wittighausen;1
9348;Werbach-Gamburg;1
9349;Werbach-Wenkheim;1
9350;Eussenheim-Hundsbach;1
9351;Gemünden a Main;1
9352;Lohr a Main;1
9353;Karlstadt;1
9354;Rieneck;1
9355;Frammersbach;1
9356;Burgsinn;1
9357;Gräfendorf Bay;1
9358;Gössenheim;1
9359;Karlstadt-Wiesenfeld;1
9360;Thüngen;1
9363;Arnstein Unterfr;1
9364;Zellingen;1
9365;Rimpar;1
9366;Geroldshausen Unterfr;1
9367;Unterpleichfeld;1
9369;Uettingen;1
9371;Miltenberg;1
9372;Klingenberg a Main;1
9373;Amorbach;1
9374;Eschau;1
9375;Freudenberg Baden;1
9376;Collenberg;1
9377;Freudenberg-Boxtal;1
9378;Eichenbühl-Riedern;1
9381;Volkach;1
9382;Gerolzhofen;1
9383;Wiesentheid;1
9384;Schwanfeld;1
9385;Kolitzheim;1
9386;Prosselsheim;1
9391;Marktheidenfeld;1
9392;Faulbach Unterfr;1
9393;Rothenfels Unterfr;1
9394;Esselbach;1
9395;Triefenstein;1
9396;Urspringen b Lohr;1
9397;Wertheim-Dertingen;1
9398;Birkenfeld b Würzburg;1
9401;Neutraubling;1
9402;Regenstauf;1
9403;Donaustauf;1
9404;Nittendorf;1
9405;Bad Abbach;1
9406;Mintraching;1
9407;Wenzenbach;1
9408;Altenthann;1
9409;Pielenhofen;1
941;Regensburg;1
9420;Feldkirchen Niederbay;1
9421;Straubing;1
9422;Bogen Niederbay;1
9423;Geiselhöring;1
9424;Strasskirchen;1
9426;Oberschneiding;1
9427;Leiblfing;1
9428;Kirchroth;1
9429;Rain Niederbay;1
9431;Schwandorf;1
9433;Nabburg;1
9434;Bodenwöhr;1
9435;Schwarzenfeld;1
9436;Nittenau;1
9438;Fensterbach;1
9439;Neunburg-Kemnath;1
9441;Kelheim;1
9442;Riedenburg;1
9443;Abensberg;1
9444;Siegenburg;1
9445;Neustadt a d Donau;1
9446;Altmannstein;1
9447;Essing;1
9448;Hausen Niederbay;1
9451;Schierling;1
9452;Langquaid;1
9453;Thalmassing;1
9454;Aufhausen Oberpf;1
9461;Roding;1
9462;Falkenstein Oberpf;1
9463;Wald Oberpf;1
9464;Walderbach;1
9465;Neukirchen-Balbini;1
9466;Stamsried;1
9467;Michelsneukirchen;1
9468;Zell Oberpf;1
9469;Roding-Neubäu;1
9471;Burglengenfeld;1
9472;Hohenfels Oberpf;1
9473;Kallmünz;1
9474;Schmidmühlen;1
9480;Sünching;1
9481;Pfatter;1
9482;Wörth a d Donau;1
9484;Brennberg;1
9491;Hemau;1
9492;Parsberg;1
9493;Beratzhausen;1
9495;Breitenbrunn Oberpf;1
9497;Seubersdorf i d Opf;1
9498;Laaber;1
9499;Painten;1
9502;Frensdorf;1
9503;Oberhaid Oberfr;1
9504;Stadelhofen;1
9505;Litzendorf;1
951;Bamberg;1
9521;Hassfurt;1
9522;Eltmann;1
9523;Hofheim i Ufr;1
9524;Zeil a Main;1
9525;Königsberg i Bay;1
9526;Riedbach;1
9527;Knetzgau;1
9528;Donnersdorf;1
9529;Oberaurach;1
9531;Ebern;1
9532;Maroldsweisach;1
9533;Untermerzbach;1
9534;Burgpreppach;1
9535;Pfarrweisach;1
9536;Kirchlauter;1
9542;Schesslitz;1
9543;Hirschaid;1
9544;Baunach;1
9545;Buttenheim;1
9546;Burgebrach;1
9547;Zapfendorf;1
9548;Mühlhausen Mittelfr;1
9549;Lisberg;1
9551;Burgwindheim;1
9552;Burghaslach;1
9553;Ebrach Oberfr;1
9554;Untersteinbach Unterfr;1
9555;Schlüsselfeld-Aschbach;1
9556;Geiselwind;1
9560;Grub a Forst;1
9561;Coburg;1
9562;Sonnefeld;1
9563;Rödental;1
9564;Bad Rodach;1
9565;Untersiemau;1
9566;Meeder;1
9567;Seßlach-Gemünda;1
9568;Neustadt b Coburg;1
9569;Sesslach;1
9571;Lichtenfels Bay;1
9572;Burgkunstadt;1
9573;Staffelstein Oberfr;1
9574;Marktzeuln;1
9575;Weismain;1
9576;Lichtenfels-Isling;1
9602;Neustadt a d Waldnaab;1
9603;Floss;1
9604;Wernberg-Köblitz;1
9605;Weiherhammer;1
9606;Pfreimd;1
9607;Luhe-Wildenau;1
9608;Kohlberg Oberpf;1
961;Weiden i d Opf;1
9621;Amberg Oberpf;1
9622;Hirschau Oberpf;1
9624;Ensdorf Oberpf;1
9625;Kastl b Amberg;1
9626;Hohenburg;1
9627;Freudenberg Oberpf;1
9628;Ursensollen;1
9631;Tirschenreuth;1
9632;Waldsassen;1
9633;Mitterteich;1
9634;Wiesau;1
9635;Bärnau;1
9636;Plößberg;1
9637;Falkenberg Oberpf;1
9638;Neualbenreuth;1
9639;Mähring;1
9641;Grafenwöhr;1
9642;Kemnath Stadt;1
9643;Auerbach i d Opf;1
9644;Pressath;1
9645;Eschenbach i d Opf;1
9646;Freihung;1
9647;Kirchenthumbach;1
9648;Neustadt a Kulm;1
9651;Vohenstrauss;1
9652;Waidhaus;1
9653;Eslarn;1
9654;Pleystein;1
9655;Tännesberg;1
9656;Moosbach b Vohenstrauß;1
9657;Waldthurn;1
9658;Georgenberg;1
9659;Leuchtenberg;1
9661;Sulzbach-Rosenberg;1
9662;Vilseck;1
9663;Neukirchen b Sulzbach-Rosenberg;1
9664;Hahnbach;1
9665;Königstein Oberpf;1
9666;Illschwang;1
9671;Oberviechtach;1
9672;Neunburg vorm Wald;1
9673;Tiefenbach Oberpf;1
9674;Schönsee;1
9675;Altendorf a Nabburg;1
9676;Winklarn;1
9677;Oberviechtach-Pullenried;1
9681;Windischeschenbach;1
9682;Erbendorf;1
9683;Friedenfels;1
9701;Sandberg Unterfr;1
9704;Euerdorf;1
9708;Bad Bocklet;1
971;Bad Kissingen;1
9720;Üchtelhausen;1
9721;Schweinfurt;1
9722;Werneck;1
9723;Röthlein;1
9724;Stadtlauringen;1
9725;Poppenhausen Unterfr;1
9726;Euerbach;1
9727;Schonungen-Marktsteinach;1
9728;Wülfershausen Unterfr;1
9729;Grettstadt;1
9732;Hammelburg;1
9733;Münnerstadt;1
9734;Burkardroth;1
9735;Massbach;1
9736;Oberthulba;1
9737;Wartmannsroth;1
9738;Rottershausen;1
9741;Bad Brückenau;1
9742;Kalbach Rhön;1
9744;Zeitlofs-Detter;1
9745;Wildflecken;1
9746;Zeitlofs;1
9747;Geroda Bay;1
9748;Motten;1
9749;Oberbach Unterfr;1
9761;Bad Königshofen i Grabfeld;1
9762;Saal a d Saale;1
9763;Sulzdorf a d Lederhecke;1
9764;Höchheim;1
9765;Trappstadt;1
9766;Grosswenkheim;1
9771;Bad Neustadt a d Saale;1
9772;Bischofsheim a d Rhön;1
9773;Unsleben;1
9774;Oberelsbach;1
9775;Schönau a d Brend;1
9776;Mellrichstadt;1
9777;Ostheim v d Rhön;1
9778;Fladungen;1
9779;Nordheim v d Rhön;1
9802;Ansbach-Katterbach;1
9803;Colmberg;1
9804;Aurach;1
9805;Burgoberbach;1
981;Ansbach;1
9820;Lehrberg;1
9822;Bechhofen a d Heide;1
9823;Leutershausen;1
9824;Dietenhofen;1
9825;Herrieden;1
